,Style_1,Style_2,External(SSIM),External(MSE),Internal(SSIM),Internal(MSE),Plan(SSIM),Plan(MSE),Concept(Text),Topology,External(VGG16),Internal(VGG16),Plan(VGG16),Concept(BoW),Concept(Transformer)
Lincolncathedral&Sanssouci,03_Gothic,06_Rococo,22.50197589,8.600031221,6.889738499,9.148375312,51.49515723,5.803867422,81.93203211,83,0.383381002,0.424688786,0.435136974,0.489306286,0.091259979
NotreDameDeParis&Amalienburg,03_Gothic,06_Rococo,27.26524853,14.60377161,11.7832874,9.527781759,50.01304701,7.000888111,91.01708531,112,0.342862464,0.280921422,0.394896083,0.492823341,0.113914609
NotreDameDeParis&HoteldeSoubise,03_Gothic,06_Rococo,25.94443864,11.95532606,15.4694428,9.078299779,48.94213444,5.175469546,87.90945411,100,0.443545423,0.389475487,0.470307887,0.345502764,0.348143905
NotreDameDeParis&LinderhofPalace,03_Gothic,06_Rococo,23.09170908,13.82387777,8.001541302,10.51695791,53.67607362,5.604823369,86.90130711,112,0.465267502,0.268275771,0.489099257,0.499528728,0.143070474
NotreDameDeParis&Sanssouci,03_Gothic,06_Rococo,29.7600598,12.84188765,11.01135132,11.79736723,47.38458576,5.530741198,89.81274962,112,0.38830056,0.311945572,0.453173183,0.581270079,0.168971881
CanterburyCathedral&CasaBatllo,03_Gothic,07_ArtNouveau,35.46796957,13.00931422,15.23462927,12.93211258,35.84763256,12.58375702,86.3971293,95,0.395978282,0.339569576,0.341224149,0.462074929,0.151114747
CanterburyCathedral&CastelBeranger,03_Gothic,07_ArtNouveau,20.19128678,10.18111324,12.15462664,10.99998414,33.56527329,11.45977882,88.31037283,138,0.566818138,0.39883557,0.410823002,0.466861041,0.176695526
CanterburyCathedral&HotelTassel,03_Gothic,07_ArtNouveau,32.62379074,11.26407129,12.14059451,12.31733949,33.32368296,14.0947409,86.1294508,85,0.417895431,0.294258125,0.48195006,0.473291265,0.127233133
CanterburyCathedral&SecessionBulding,03_Gothic,07_ArtNouveau,30.67589199,10.01000331,16.01888786,16.09626742,35.43960965,11.53331092,88.32194209,85,0.292779227,0.275613539,0.463452905,0.361496402,0.090621591
ChartresCathedral&CasaBatllo,03_Gothic,07_ArtNouveau,25.83951047,10.56306542,15.92443734,15.51575693,38.44320014,7.161734078,91.99588299,88,0.379153512,0.35141173,0.302731186,0.434710898,0.133072615
ChartresCathedral&CastelBeranger,03_Gothic,07_ArtNouveau,17.27208852,12.91553196,13.56596065,14.34864104,36.26399612,6.854494993,89.59378004,135,0.451285936,0.374713041,0.39691104,0.556191106,0.212706044
ChartresCathedral&HotelTassel,03_Gothic,07_ArtNouveau,23.37936248,9.458946197,14.23529872,16.64718173,31.20212935,9.450786546,92.56745577,34,0.34741661,0.312928006,0.402774557,0.437173923,0.203219309
ChartresCathedral&SecessionBulding,03_Gothic,07_ArtNouveau,24.27093692,12.46117871,16.9338066,21.30274038,36.69231594,7.074874249,89.49456811,34,0.282174565,0.244531594,0.402427562,0.424278206,0.105182812
Lincolncathedral&CasaBatllo,03_Gothic,07_ArtNouveau,33.36168417,10.51256632,9.031388587,9.482164983,55.01269732,6.075587997,87.15469241,78,0.35440255,0.362296738,0.374364033,0.394171085,0.224982604
Lincolncathedral&CastelBeranger,03_Gothic,07_ArtNouveau,10.82824167,10.54194395,8.648618534,13.8465559,41.14600166,6.681330403,86.25703454,129,0.469117582,0.417190552,0.466602057,0.510814373,0.229814291
Lincolncathedral&HotelTassel,03_Gothic,07_ArtNouveau,29.18326606,9.397342488,8.42178338,13.12871546,52.18277142,7.4149506,86.43764257,82,0.349036977,0.306809753,0.575810283,0.362775512,0.196784139
Lincolncathedral&SecessionBulding,03_Gothic,07_ArtNouveau,21.95862321,10.85512604,11.1537232,12.65304391,47.00185695,6.643974629,85.94123125,82,0.238738984,0.254850704,0.570835531,0.381221868,0.161951587
NotreDameDeParis&CasaBatllo,03_Gothic,07_ArtNouveau,30.94938824,10.26216634,15.39146156,13.78339415,54.03533609,5.607655275,93.96139383,111,0.375166379,0.32671243,0.318459846,0.458814745,0.260088772
NotreDameDeParis&CastelBeranger,03_Gothic,07_ArtNouveau,19.45573929,13.789914,13.64353259,12.74666487,48.1639657,5.594114494,89.08695579,144,0.503741518,0.337345392,0.450334065,0.584958469,0.281430334
NotreDameDeParis&HotelTassel,03_Gothic,07_ArtNouveau,28.47012183,10.29867543,15.55470323,15.33462709,47.35651977,7.713935602,93.79900694,111,0.394476406,0.265084203,0.440885112,0.515153029,0.266063333
NotreDameDeParis&SecessionBulding,03_Gothic,07_ArtNouveau,27.06613613,14.66945007,15.92693287,18.81699532,49.29979014,5.922921606,88.91637921,111,0.288513161,0.201405872,0.444341175,0.389964289,0.157824427
CanterburyCathedral&Bergpolderflat,03_Gothic,08_EarlyModernism,32.7056365,10.00384194,14.49763906,13.63415242,34.76753799,13.0787247,82.57095814,88,0.328382358,0.229204871,0.440459371,0.466672803,0.076851524
CanterburyCathedral&FagusFactory,03_Gothic,08_EarlyModernism,37.22942272,9.526579667,14.99112664,14.8138239,35.20085478,12.88497554,87.6984477,91,0.332954392,0.245661072,0.509967901,0.398251531,0.096640334
CanterburyCathedral&Tugendhat,03_Gothic,08_EarlyModernism,31.9084462,11.27812987,16.27294072,11.14641628,32.29121537,12.7127843,85.38435102,83,0.363505329,0.217520181,0.38935674,0.582382463,0.182458431
CanterburyCathedral&Zonnestraal,03_Gothic,08_EarlyModernism,35.41433487,11.30837911,15.53118163,12.2380209,40.61108038,12.74340526,87.17514873,171,0.328464299,0.220898177,0.469396308,0.566501559,0.244762436
ChartresCathedral&Bergpolderflat,03_Gothic,08_EarlyModernism,27.69433572,12.13472865,16.68726093,17.96128961,34.02789292,7.870182629,72.71057367,25,0.33050495,0.242938146,0.349217072,0.519632556,0.063899353
ChartresCathedral&FagusFactory,03_Gothic,08_EarlyModernism,31.43984445,13.43271813,15.37603165,19.16222349,31.64503115,7.750449498,90.04858732,62,0.335478976,0.240603801,0.441804469,0.435301649,0.014464139
ChartresCathedral&Tugendhat,03_Gothic,08_EarlyModernism,27.19947275,14.85750178,17.61851369,15.36778974,29.3828089,7.627582949,90.33612609,36,0.361040294,0.240902945,0.373073913,0.549897507,0.10251525
ChartresCathedral&Zonnestraal,03_Gothic,08_EarlyModernism,29.95106136,14.65530266,16.06833393,15.6630219,39.76642332,6.966738081,90.03646374,166,0.31775507,0.226588052,0.42339427,0.575529381,0.168331414
Lincolncathedral&Bergpolderflat,03_Gothic,08_EarlyModernism,27.38331926,8.732253545,9.244271289,11.93211668,51.62209033,6.705879791,79.77910638,87,0.309029967,0.224073254,0.52701363,0.552907336,0.110140316
Lincolncathedral&FagusFactory,03_Gothic,08_EarlyModernism,29.44781756,7.129454368,10.70491854,10.26776783,52.02863694,6.207860937,88.27648759,76,0.285978571,0.240763165,0.591420799,0.422561424,0.155485064
Lincolncathedral&Tugendhat,03_Gothic,08_EarlyModernism,22.46443686,11.61302074,11.80692473,7.054446147,48.36087093,6.321718366,86.74614429,86,0.298586145,0.259056225,0.558917567,0.525344655,0.147548676
Lincolncathedral&Zonnestraal,03_Gothic,08_EarlyModernism,27.96501491,10.62053408,10.46051689,8.622159812,57.72251968,5.625897169,86.27490997,164,0.263379,0.216826126,0.653528869,0.524941527,0.174693674
NotreDameDeParis&Bergpolderflat,03_Gothic,08_EarlyModernism,28.68706978,11.98655246,15.97003958,14.70363104,49.98231577,6.217652262,75.32967925,110,0.321149588,0.191059668,0.474495679,0.467444917,0.113652989
NotreDameDeParis&FagusFactory,03_Gothic,08_EarlyModernism,34.82336457,11.66642577,14.66039371,16.03747271,48.91925562,5.881785916,92.46935844,109,0.32340043,0.203899015,0.516054541,0.456579016,0.13795498
NotreDameDeParis&Tugendhat,03_Gothic,08_EarlyModernism,29.77866319,14.740501,17.94854523,10.60641658,43.00115097,6.139800546,93.33729148,111,0.348686717,0.190096918,0.399045214,0.563909053,0.176894307
NotreDameDeParis&Zonnestraal,03_Gothic,08_EarlyModernism,33.52815615,14.34624402,15.72671252,11.61668806,55.67882945,5.144863762,91.04976654,167,0.295924813,0.188846845,0.549829409,0.551492786,0.302872539
CanterburyCathedral&Chilehaus,03_Gothic,09_Expressionist,35.46848496,11.39115349,13.93048826,13.6994416,39.71927323,12.70995408,86.66555285,161,0.381237681,0.343851574,0.479604483,0.567005513,0.267684221
CanterburyCathedral&EinsteinTower,03_Gothic,09_Expressionist,36.85180769,10.62978919,16.14054793,11.04517963,35.70025115,12.51620646,80.40651083,88,0.34581702,0.229216538,0.443108266,0.504135543,0.139414385
CanterburyCathedral&Goetheanum,03_Gothic,09_Expressionist,37.37227471,10.02637595,14.6605984,12.17776455,38.32003046,12.54970916,85.14301181,80,0.416930219,0.298578236,0.434388265,0.499921893,0.157090038
CanterburyCathedral&HetSchip,03_Gothic,09_Expressionist,32.11509413,8.595411303,15.0436487,14.21438209,34.33263156,12.47597649,87.04326749,72,0.357181653,0.256834716,0.480558003,0.624668715,0.174490318
ChartresCathedral&Chilehaus,03_Gothic,09_Expressionist,29.87579533,12.34881899,13.98210757,14.17714553,40.13770988,7.137339295,92.30241776,166,0.420799069,0.338997155,0.398595221,0.570257541,0.095037185
ChartresCathedral&EinsteinTower,03_Gothic,09_Expressionist,29.2526035,12.35427509,18.42678763,15.41409274,33.53937005,7.480073612,89.64888453,21,0.362362549,0.246692169,0.350752225,0.545427253,0.105129369
ChartresCathedral&Goetheanum,03_Gothic,09_Expressionist,31.37578037,13.42158289,17.79050002,14.90685876,38.27498932,7.54532809,72.5158155,69,0.417303093,0.323450621,0.370102838,0.531662208,0.068420522
ChartresCathedral&HetSchip,03_Gothic,09_Expressionist,25.20468669,12.25409948,15.90731307,16.64009679,31.0642751,7.384329404,87.1105969,53,0.338885024,0.238450922,0.421712577,0.615119698,0.111882143
Lincolncathedral&Chilehaus,03_Gothic,09_Expressionist,31.68974833,9.076624587,10.58381793,9.589192771,58.44132189,5.750696832,86.92093492,158,0.353417896,0.35191524,0.533092216,0.523334318,0.177863389
Lincolncathedral&EinsteinTower,03_Gothic,09_Expressionist,28.7001924,9.285898718,9.895150392,13.0190688,44.44148955,6.85377222,80.34689426,87,0.270309877,0.219789546,0.477313355,0.534460575,0.070830233
Lincolncathedral&Goetheanum,03_Gothic,09_Expressionist,31.54688236,8.363994115,10.38431354,14.53042489,51.71932419,6.799654987,80.12453914,77,0.351316348,0.328818165,0.48197787,0.551826528,0.064526007
Lincolncathedral&HetSchip,03_Gothic,09_Expressionist,22.36697058,7.592579463,8.791341213,9.496405608,52.50179982,6.06444544,85.02251506,55,0.30235479,0.243669581,0.488497729,0.612911332,0.152183667
NotreDameDeParis&Chilehaus,03_Gothic,09_Expressionist,32.38132697,11.59087102,12.44735739,14.34908285,56.53333366,5.3244379,92.98565984,167,0.390197955,0.297027379,0.545824692,0.524799888,0.229105815
NotreDameDeParis&EinsteinTower,03_Gothic,09_Expressionist,31.41273386,12.08053069,17.29210683,15.73847342,43.94713515,6.28314733,89.24373984,114,0.350009285,0.19279239,0.521678363,0.558788397,0.13808085
NotreDameDeParis&Goetheanum,03_Gothic,09_Expressionist,34.50605439,13.1282508,19.2752318,13.70098572,51.06057209,6.237097914,75.73487163,110,0.393284351,0.293095767,0.5314732,0.435161782,0.012765481
NotreDameDeParis&HetSchip,03_Gothic,09_Expressionist,30.09800911,11.69658424,15.8712221,12.77003411,48.22232212,5.620773806,88.55758905,100,0.355779938,0.209545799,0.474760816,0.565852455,0.19054538
CanterburyCathedral&EquitableBuilding,03_Gothic,10_International,34.70471064,13.48055874,13.80790468,14.03091965,35.20163975,11.84795232,82.64636993,171,0.237226469,0.392470643,0.481758706,0.482904238,0.15698427
CanterburyCathedral&Glaspaleis,03_Gothic,10_International,31.92308477,9.727176913,16.42534792,10.90614978,28.10028251,23.5139225,86.24654412,90,0.318270465,0.258945368,0.385777637,0.442147559,0.25306052
CanterburyCathedral&Kiefhoek,03_Gothic,10_International,35.71907651,9.872014973,17.16760466,12.01786982,34.24277679,12.42413514,83.6615622,87,0.230384198,0.221645266,0.433392625,0.442147559,0.111022681
CanterburyCathedral&SeagramBuilding,03_Gothic,10_International,31.6357069,13.52227897,14.72501181,13.15052377,35.92453666,12.43807841,86.50661111,88,0.258896396,0.283850159,0.421768362,0.477019009,0.167307109
ChartresCathedral&EquitableBuilding,03_Gothic,10_International,27.32933949,10.2771786,14.44935278,17.12349526,36.28169869,6.975315552,91.12548828,164,0.240469452,0.413648456,0.480686955,0.543732475,0.061584964
ChartresCathedral&Glaspaleis,03_Gothic,10_International,24.33796349,12.08610806,18.69827677,15.38330165,32.43377362,18.68352879,90.78364968,29,0.308826525,0.276359849,0.330441758,0.465321627,0.204646289
ChartresCathedral&Kiefhoek,03_Gothic,10_International,30.04022058,13.5700694,18.43065269,16.89738,33.43012651,7.503397357,79.42447662,28,0.215174589,0.217589442,0.370381169,0.453076321,0.083822533
ChartresCathedral&SeagramBuilding,03_Gothic,10_International,22.50341871,12.08191944,17.17687072,15.01113738,37.16840293,7.046965677,90.72124958,65,0.247193672,0.291734129,0.400761371,0.507305207,0.105978161
Lincolncathedral&EquitableBuilding,03_Gothic,10_International,32.25410134,11.23228842,10.4937229,12.49875883,48.16166832,6.210141201,83.02118778,162,0.206273135,0.377515376,0.535657577,0.53243235,0.249679565
Lincolncathedral&Glaspaleis,03_Gothic,10_International,25.37306453,8.151950291,10.34639117,11.37157964,30.7378414,29.68710202,85.60209274,91,0.283342078,0.267698226,0.489010125,0.446909679,0.209105551
Lincolncathedral&Kiefhoek,03_Gothic,10_International,28.03837124,8.851228245,12.12649327,9.692599636,48.81411109,6.290561031,80.06811142,86,0.182093617,0.255015653,0.441159002,0.425628265,0.07801459
Lincolncathedral&SeagramBuilding,03_Gothic,10_International,30.7468242,11.12206391,9.863848062,13.14646037,44.95386672,6.205378694,86.79728508,85,0.248738583,0.298777044,0.534612939,0.482812705,0.086594597
NotreDameDeParis&EquitableBuilding,03_Gothic,10_International,29.32297812,10.83453675,14.4164353,18.54166148,49.66938055,5.600580284,90.95281959,167,0.249504849,0.328908946,0.48878596,0.490770858,0.188564882
NotreDameDeParis&Glaspaleis,03_Gothic,10_International,30.01419269,11.98548789,19.71430479,12.57544941,41.64767763,21.55568814,92.16516018,110,0.318749599,0.225344539,0.390002847,0.428286951,0.32496503
NotreDameDeParis&Kiefhoek,03_Gothic,10_International,34.08781303,12.47607343,19.07592676,13.38865952,45.11084152,6.241446772,80.40913939,111,0.241568025,0.187108533,0.412648745,0.340282783,0.152022615
NotreDameDeParis&SeagramBuilding,03_Gothic,10_International,25.3477544,11.18416641,17.22282875,13.00880258,48.97834194,5.470694352,91.27997756,104,0.259809677,0.243864957,0.439990173,0.474543712,0.130222067
CanterburyCathedral&AntwerpPortHouse,03_Gothic,11_Deconstructivism,36.58142992,9.774418328,16.45814786,14.78241624,41.16716066,12.73401987,83.78821611,100,0.309849679,0.214194465,0.466116433,0.595854497,0.168101877
CanterburyCathedral&CctvHeadquarter,03_Gothic,11_Deconstructivism,37.52068151,11.06201291,15.18910502,13.50689461,40.17470303,12.83797311,83.60713124,861,0.279467123,0.234392535,0.465441367,0.378349514,0.176474944
CanterburyCathedral&GuggenheimMuseum,03_Gothic,11_Deconstructivism,35.76456208,10.26281606,13.71387204,12.85938683,35.81081343,12.32804072,83.67396593,136,0.19932053,0.280606106,0.379726611,0.617312102,0.063866332
CanterburyCathedral&JewishMuseum,03_Gothic,11_Deconstructivism,26.48107349,9.33104919,16.28311795,11.99932123,40.77970354,12.78620547,87.06952929,154,0.276732435,0.220529862,0.450001031,0.571804977,0.184489816
ChartresCathedral&AntwerpPortHouse,03_Gothic,11_Deconstructivism,32.42376949,12.41714864,18.22137135,18.76776416,40.47850871,7.156394379,92.39878654,103,0.337180331,0.228553828,0.389065201,0.608172066,0.182302117
ChartresCathedral&CctvHeadquarter,03_Gothic,11_Deconstructivism,32.9433313,11.20019246,16.28263926,17.39081907,39.16391655,7.561975999,86.1286521,858,0.310879879,0.278361794,0.447263965,0.472626409,0.113249443
ChartresCathedral&GuggenheimMuseum,03_Gothic,11_Deconstructivism,30.08242262,14.61358868,15.53044154,17.2354067,34.13866445,6.689627342,91.25990272,147,0.214145645,0.304995965,0.319695301,0.584389442,0.151940778
ChartresCathedral&JewishMuseum,03_Gothic,11_Deconstructivism,22.13969143,13.06852407,19.68439488,15.98695726,40.06918872,7.185364224,83.08447599,155,0.282824058,0.227040228,0.375396319,0.586391003,0.086842746
Lincolncathedral&AntwerpPortHouse,03_Gothic,11_Deconstructivism,28.88429991,9.472507243,12.6476969,11.82901392,59.27621992,5.629962157,83.51117969,103,0.282326959,0.178553648,0.548437069,0.577459399,0.171686634
Lincolncathedral&CctvHeadquarter,03_Gothic,11_Deconstructivism,33.34302374,8.944600342,10.1424926,11.05899572,56.82735128,6.290742991,81.71176314,858,0.256365307,0.252125036,0.612270045,0.458793779,0.127880529
Lincolncathedral&GuggenheimMuseum,03_Gothic,11_Deconstructivism,27.77979343,9.061143004,10.31215755,12.80209352,46.39812925,5.654000541,82.27764964,139,0.179036077,0.273672704,0.437166147,0.572639367,0.092156671
Lincolncathedral&JewishMuseum,03_Gothic,11_Deconstructivism,17.14144878,7.620682263,11.12047656,16.98300483,58.85479667,5.812702092,84.65094566,151,0.239532188,0.201967284,0.523945828,0.599719108,0.212320805
NotreDameDeParis&AntwerpPortHouse,03_Gothic,11_Deconstructivism,32.40632072,13.18649453,17.68288309,16.06216351,56.14990758,5.315173638,92.24050045,110,0.2971958,0.190092739,0.551790943,0.588457754,0.152414471
NotreDameDeParis&CctvHeadquarter,03_Gothic,11_Deconstructivism,33.29370791,11.2699244,17.63640711,12.88519426,55.08567112,5.946672043,86.3609612,863,0.324466221,0.243014369,0.592158729,0.440647285,0.144539252
NotreDameDeParis&GuggenheimMuseum,03_Gothic,11_Deconstructivism,34.02456998,12.69047471,15.20239416,17.03594195,44.11200505,5.126040314,91.43616557,150,0.192528941,0.257422734,0.432006106,0.595726397,0.121275865
NotreDameDeParis&JewishMuseum,03_Gothic,11_Deconstructivism,27.04724348,11.86917802,18.45340662,20.17363593,57.0517747,5.462439263,89.01236653,166,0.250097301,0.179911029,0.518967226,0.548026687,0.204619914
FlorenceCathedral&OspedaledegliInnocenti,04_Renaissance,04_Renaissance,20.30596722,8.375168942,17.62315561,19.93752444,34.3277066,9.817339003,92.51028299,88,0.336238466,0.290741399,0.351377092,0.646440546,0.481692493
FlorenceCathedral&PalazzoMediciRiccardi,04_Renaissance,04_Renaissance,22.22253059,9.857127823,14.64951013,20.7800484,47.66210596,8.748557568,83.31079483,40,0.442927442,0.307020757,0.414218687,0.52504102,0.371302575
FlorenceCathedral&SantaMariadellaPace,04_Renaissance,04_Renaissance,25.82460504,10.86162625,13.06225189,19.66922886,47.13839338,7.927428248,81.67302608,59,0.433685347,0.36057689,0.40164651,0.304963626,0.587229431
OspedaledegliInnocenti&PalazzoMediciRiccardi,04_Renaissance,04_Renaissance,25.00795062,9.588117517,14.28103179,8.906319234,32.20460245,9.681520018,74.48604703,88,0.392850511,0.411772728,0.482605629,0.64283454,0.440112829
OspedaledegliInnocenti&SantaMariadellaPace,04_Renaissance,04_Renaissance,29.19631526,11.94695629,12.38957308,10.02836991,32.07653042,8.788397622,72.71719575,75,0.373758957,0.35634499,0.314159475,0.351976619,0.440426618
PalazzoMediciRiccardi&SantaMariadellaPace,04_Renaissance,04_Renaissance,27.88175575,10.21380598,7.599607418,9.715732873,39.84646332,9.337268732,95.18554211,49,0.474884063,0.427388959,0.369037092,0.282842712,0.503204226
FlorenceCathedral&ChateaudeMaisons,04_Renaissance,05_Baroque,24.36515897,10.82822771,15.4428234,19.23212501,33.71055325,11.33794534,85.41669846,63,0.396426246,0.303993907,0.385294795,0.524832919,0.229818583
